Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      18/18          std::vector<bool, std::allocator<bool> >::begin() const [144]
[150]    0.0    0.00    0.00      18         std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [150]
                0.00    0.00      18/46          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [79]
-----------------------------------------------
                0.00    0.00      18/18          std::operator+(std::_Bit_const_iterator const&, long) [154]
[151]    0.0    0.00    0.00      18         std::_Bit_const_iterator::operator+=(long) [151]
                0.00    0.00      18/34          std::_Bit_iterator_base::_M_incr(long) [98]
-----------------------------------------------
                0.00    0.00       9/18          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [260]
                0.00    0.00       9/18          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [259]
[152]    0.0    0.00    0.00      18         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [152]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [139]
-----------------------------------------------
                0.00    0.00       3/18          void std::vector<ActiveObject, std::allocator<ActiveObject> >::_M_realloc_insert<ActiveObject>(__gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >, ActiveObject&&) [511]
                0.00    0.00       3/18          void std::_Construct<ActiveObject, ActiveObject>(ActiveObject*, ActiveObject&&) [521]
                0.00    0.00       4/18          ActiveObject& std::vector<ActiveObject, std::allocator<ActiveObject> >::emplace_back<ActiveObject>(ActiveObject&&) [425]
                0.00    0.00       4/18          void std::allocator_traits<std::allocator<ActiveObject> >::construct<ActiveObject, ActiveObject>(std::allocator<ActiveObject>&, ActiveObject*, ActiveObject&&) [401]
                0.00    0.00       4/18          void __gnu_cxx::new_allocator<ActiveObject>::construct<ActiveObject, ActiveObject>(ActiveObject*, ActiveObject&&) [369]
[153]    0.0    0.00    0.00      18         ActiveObject&& std::forward<ActiveObject>(std::remove_reference<ActiveObject>::type&) [153]
-----------------------------------------------
                0.00    0.00      18/18          std::_Bit_const_iterator::operator[](long) const [143]
[154]    0.0    0.00    0.00      18         std::operator+(std::_Bit_const_iterator const&, long) [154]
                0.00    0.00      18/18          std::_Bit_const_iterator::operator+=(long) [151]
-----------------------------------------------
                0.00    0.00       4/17          __gnu_cxx::new_allocator<void (*)(int)>::max_size() const [375]
                0.00    0.00      13/17          __gnu_cxx::new_allocator<void (*)(int)>::allocate(unsigned long, void const*) [187]
[155]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<void (*)(int)>::_M_max_size() const [155]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [157]
[156]    0.0    0.00    0.00      17         std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [156]
                0.00    0.00      68/68          bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [68]
                0.00    0.00      51/51          __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [72]
                0.00    0.00      51/138         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [28]
                0.00    0.00      51/69          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [59]
                0.00    0.00      51/51          __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [71]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [158]
[157]    0.0    0.00    0.00      17         std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [157]
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [156]
-----------------------------------------------
                0.00    0.00       5/17          std::vector<int, std::allocator<int> >* std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [358]
                0.00    0.00      12/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [208]
[158]    0.0    0.00    0.00      17         std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [158]
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [157]
-----------------------------------------------
                0.00    0.00      16/16          Reactor::run() [585]
[159]    0.0    0.00    0.00      16         Reactor::readyToRead(int) [159]
                0.00    0.00      16/26          std::vector<pollfd, std::allocator<pollfd> >::operator[](unsigned long) [107]
-----------------------------------------------
                0.00    0.00       8/16          Reactor::run() [585]
                0.00    0.00       8/16          std::vector<void (*)(int), std::allocator<void (*)(int)> >::_M_check_len(unsigned long, char const*) const [549]
[160]    0.0    0.00    0.00      16         std::vector<void (*)(int), std::allocator<void (*)(int)> >::size() const [160]
-----------------------------------------------
                0.00    0.00       3/16          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [517]
                0.00    0.00      13/16          std::vector<bool, std::allocator<bool> >::begin() [193]
[161]    0.0    0.00    0.00      16         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [161]
                0.00    0.00      16/46          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [79]
-----------------------------------------------
                0.00    0.00      16/16          std::operator+(std::_Bit_iterator const&, long) [163]
[162]    0.0    0.00    0.00      16         std::_Bit_iterator::operator+=(long) [162]
                0.00    0.00      16/34          std::_Bit_iterator_base::_M_incr(long) [98]
-----------------------------------------------
                0.00    0.00       3/16          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [517]
                0.00    0.00      13/16          std::_Bit_iterator::operator[](long) const [190]
[163]    0.0    0.00    0.00      16         std::operator+(std::_Bit_iterator const&, long) [163]
                0.00    0.00      16/16          std::_Bit_iterator::operator+=(long) [162]
-----------------------------------------------
                0.00    0.00       4/15          std::deque<void (*)(int), std::allocator<void (*)(int)> >::front() [406]
                0.00    0.00      11/15          std::deque<void (*)(int), std::allocator<void (*)(int)> >::~deque() [234]
[164]    0.0    0.00    0.00      15         std::deque<void (*)(int), std::allocator<void (*)(int)> >::begin() [164]
                0.00    0.00      15/40          std::_Deque_iterator<void (*)(int), void (*&)(int), void (**)(int)>::_Deque_iterator(std::_Deque_iterator<void (*)(int), void (*&)(int), void (**)(int)> const&) [85]
-----------------------------------------------
                0.00    0.00       4/15          ActiveObject::start() [362]
                0.00    0.00      11/15          ActiveObject::~ActiveObject() [215]
[165]    0.0    0.00    0.00      15         std::thread::~thread() [165]
                0.00    0.00      15/19          std::thread::joinable() const [131]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<int>::allocator() [170]
[166]    0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int>::new_allocator() [166]
-----------------------------------------------
                0.00    0.00       3/14          std::vector<ActiveObject, std::allocator<ActiveObject> >::begin() [512]
                0.00    0.00       4/14          __gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >::operator-(long) const [377]
                0.00    0.00       7/14          std::vector<ActiveObject, std::allocator<ActiveObject> >::end() [302]
[167]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >::__normal_iterator(ActiveObject* const&) [167]
-----------------------------------------------
                0.00    0.00      14/14          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [174]
[168]    0.0    0.00    0.00      14         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
                0.00    0.00      14/14          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [184]
                0.00    0.00      14/14          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [183]
                0.00    0.00      14/14          __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [185]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [171]
[169]    0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int>::max_size() const [169]
                0.00    0.00      14/97          __gnu_cxx::new_allocator<int>::_M_max_size() const [29]
-----------------------------------------------
                0.00    0.00       1/14          proccessCommand(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [286]
                0.00    0.00       1/14          Graph::Graph(int, int) [580]
                0.00    0.00       3/14          kruskal(Graph&) [572]
                0.00    0.00       9/14          prim(Graph&) [462]
[170]    0.0    0.00    0.00      14         std::allocator<int>::allocator() [170]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<int>::new_allocator() [166]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [172]
[171]    0.0    0.00    0.00      14         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [171]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<int>::max_size() const [169]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [173]
[172]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [172]
                0.00    0.00      14/14          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [171]
                0.00    0.00      14/38          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [86]
-----------------------------------------------
                0.00    0.00       4/14          std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [441]
                0.00    0.00      10/14          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [243]
[173]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [173]
                0.00    0.00      14/166         std::allocator<int>::allocator(std::allocator<int> const&) [21]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [172]
                0.00    0.00      14/180         std::allocator<int>::~allocator() [18]
-----------------------------------------------
                0.00    0.00       1/14          main [12]
                0.00    0.00      13/14          proccessCommand(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [286]
[174]    0.0    0.00    0.00      14         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [174]
                0.00    0.00      14/14          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
-----------------------------------------------
                0.00    0.00      14/14          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [179]
[175]    0.0    0.00    0.00      14         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [175]
                0.00    0.00      14/14          void std::__fill_a<int*, int>(int*, int*, int const&) [181]
-----------------------------------------------
                0.00    0.00      14/14          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [179]
[176]    0.0    0.00    0.00      14         std::__size_to_integer(unsigned long) [176]
-----------------------------------------------
                0.00    0.00      14/14          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [179]
[177]    0.0    0.00    0.00      14         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [177]
-----------------------------------------------
                0.00    0.00       7/14          std::_Deque_base<void (*)(int), std::allocator<void (*)(int)> >::_Deque_base(std::_Deque_base<void (*)(int), std::allocator<void (*)(int)> >&&) [296]
                0.00    0.00       7/14          std::_Deque_base<void (*)(int), std::allocator<void (*)(int)> >::_Deque_impl::_Deque_impl(std::allocator<void (*)(int)>&&) [292]
[178]    0.0    0.00    0.00      14         std::remove_reference<std::allocator<void (*)(int)>&>::type&& std::move<std::allocator<void (*)(int)>&>(std::allocator<void (*)(int)>&) [178]
-----------------------------------------------
                0.00    0.00       4/14          int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [405]
                0.00    0.00      10/14          int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [241]
[179]    0.0    0.00    0.00      14         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [179]
                0.00    0.00      14/14          std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [177]
                0.00    0.00      14/14          std::__size_to_integer(unsigned long) [176]
                0.00    0.00      14/14          int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [175]
-----------------------------------------------
                0.00    0.00       2/14          void std::vector<void (*)(int), std::allocator<void (*)(int)> >::_M_realloc_insert<void (* const&)(int)>(__gnu_cxx::__normal_iterator<void (**)(int), std::vector<void (*)(int), std::allocator<void (*)(int)> > >, void (* const&)(int)) [565]
                0.00    0.00       6/14          void std::allocator_traits<std::allocator<void (*)(int)> >::construct<void (*)(int), void (* const&)(int)>(std::allocator<void (*)(int)>&, void (**)(int), void (* const&)(int)) [325]
                0.00    0.00       6/14          void __gnu_cxx::new_allocator<void (*)(int)>::construct<void (*)(int), void (* const&)(int)>(void (**)(int), void (* const&)(int)) [308]
[180]    0.0    0.00    0.00      14         void (* const&std::forward<void (* const&)(int)>(std::remove_reference<void (* const&)(int)>::type&))(int) [180]
-----------------------------------------------
                0.00    0.00      14/14          int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [175]
[181]    0.0    0.00    0.00      14         void std::__fill_a<int*, int>(int*, int*, int const&) [181]
                0.00    0.00      14/14          __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [182]
-----------------------------------------------
                0.00    0.00      14/14          void std::__fill_a<int*, int>(int*, int*, int const&) [181]
[182]    0.0    0.00    0.00      14         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [182]
-----------------------------------------------
                0.00    0.00      14/14          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
[183]    0.0    0.00    0.00      14         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [183]
-----------------------------------------------
                0.00    0.00      14/14          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
[184]    0.0    0.00    0.00      14         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [184]
-----------------------------------------------
                0.00    0.00      14/14          int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [168]
[185]    0.0    0.00    0.00      14         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [185]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator_traits<std::allocator<void (*)(int)> >::deallocate(std::allocator<void (*)(int)>&, void (**)(int), unsigned long) [191]
[186]    0.0    0.00    0.00      13         __gnu_cxx::new_allocator<void (*)(int)>::deallocate(void (**)(int), unsigned long) [186]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator_traits<std::allocator<void (*)(int)> >::allocate(std::allocator<void (*)(int)>&, unsigned long) [192]
[187]    0.0    0.00    0.00      13         __gnu_cxx::new_allocator<void (*)(int)>::allocate(unsigned long, void const*) [187]
                0.00    0.00      13/17          __gnu_cxx::new_allocator<void (*)(int)>::_M_max_size() const [155]
-----------------------------------------------
                0.00    0.00       1/13          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator+(long) const [615]
                0.00    0.00       2/13          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator-(long) const [544]
                0.00    0.00       4/13          std::vector<Edge, std::allocator<Edge> >::begin() [431]
                0.00    0.00       6/13          std::vector<Edge, std::allocator<Edge> >::end() [330]
[188]    0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [188]
-----------------------------------------------
                0.00    0.00      13/13          std::_Bit_iterator::operator[](long) const [190]
[189]    0.0    0.00    0.00      13         std::_Bit_iterator::operator*() const [189]
                0.00    0.00      13/31          std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [194]
[190]    0.0    0.00    0.00      13         std::_Bit_iterator::operator[](long) const [190]
                0.00    0.00      13/16          std::operator+(std::_Bit_iterator const&, long) [163]
                0.00    0.00      13/13          std::_Bit_iterator::operator*() const [189]
-----------------------------------------------
                0.00    0.00       2/13          std::_Vector_base<void (*)(int), std::allocator<void (*)(int)> >::_M_deallocate(void (**)(int), unsigned long) [497]
                0.00    0.00      11/13          std::_Deque_base<void (*)(int), std::allocator<void (*)(int)> >::_M_deallocate_node(void (**)(int)) [228]
[191]    0.0    0.00    0.00      13         std::allocator_traits<std::allocator<void (*)(int)> >::deallocate(std::allocator<void (*)(int)>&, void (**)(int), unsigned long) [191]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<void (*)(int)>::deallocate(void (**)(int), unsigned long) [186]
-----------------------------------------------
                0.00    0.00       2/13          std::_Vector_base<void (*)(int), std::allocator<void (*)(int)> >::_M_allocate(unsigned long) [552]
                0.00    0.00      11/13          std::_Deque_base<void (*)(int), std::allocator<void (*)(int)> >::_M_allocate_node() [224]
[192]    0.0    0.00    0.00      13         std::allocator_traits<std::allocator<void (*)(int)> >::allocate(std::allocator<void (*)(int)>&, unsigned long) [192]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<void (*)(int)>::allocate(unsigned long, void const*) [187]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [194]
[193]    0.0    0.00    0.00      13         std::vector<bool, std::allocator<bool> >::begin() [193]
                0.00    0.00      13/16          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [161]
-----------------------------------------------
                0.00    0.00      13/13          prim(Graph&) [462]
[194]    0.0    0.00    0.00      13         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [194]
                0.00    0.00      13/13          std::vector<bool, std::allocator<bool> >::begin() [193]
                0.00    0.00      13/13          std::_Bit_iterator::operator[](long) const [190]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<void (*)(int)>::~allocator() [200]
[195]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<void (*)(int)>::~new_allocator() [195]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [208]
[196]    0.0    0.00    0.00      12         __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_select_on_copy(std::allocator<std::vector<int, std::allocator<int> > > const&) [196]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&) [206]
-----------------------------------------------
                0.00    0.00       6/12          void std::vector<ActiveObject, std::allocator<ActiveObject> >::_M_realloc_insert<ActiveObject>(__gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >, ActiveObject&&) [511]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >::difference_type __gnu_cxx::operator-<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >(__gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > > const&, __gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > > const&) [473]
[197]    0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<ActiveObject*, std::vector<ActiveObject, std::allocator<ActiveObject> > >::base() const [197]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [340]
